Time	Time_of_day	Visitors	Day	Month	year
11:30 AM	AM	53	12	June	2014
11:45 AM	AM	34	12	June	2014
12:00 PM	PM	322	12	June	2014
12:30 PM	PM	686	12	June	2014
1:00 PM	PM	311	12	June	2014
1:30 PM	PM	95	12	June	2014
5:00 PM	PM	578	12	June	2014
5:30 PM	PM	40	12	June	2014
11:30 AM	AM	162	13	June	2014
11:45 AM	AM	80	13	June	2014
12:00 PM	PM	241	13	June	2014
12:15 PM	PM	62	13	June	2014
12:30 PM	PM	492	13	June	2014
1:00 PM	PM	58	13	June	2014
1:30 PM	PM	32	13	June	2014
6:00 PM	PM	24	13	June	2014
6:30 PM	PM	55	13	June	2014
11:30 AM	AM	63	14	June	2014
12:00 PM	PM	322	14	June	2014
12:30 PM	PM	120	14	June	2014
1:00 PM	PM	36	14	June	2014
5:30 PM	PM	143	14	June	2014
12:00 PM	PM	159	15	June	2014
12:30 PM	PM	131	15	June	2014
12:45 PM	PM	108	15	June	2014
1:00 PM	PM	68	15	June	2014
11:00 AM	AM	20	16	June	2014
11:30 AM	AM	269	16	June	2014
12:00 PM	PM	176	16	June	2014
12:30 PM	PM	54	16	June	2014
1:00 PM	PM	38	16	June	2014
1:30 PM	PM	57	16	June	2014
11:00 AM	AM	104	17	June	2014
11:30 AM	AM	106	17	June	2014
11:45 AM	AM	55	17	June	2014
12:00 PM	PM	299	17	June	2014
12:15 PM	PM	34	17	June	2014
12:30 PM	PM	133	17	June	2014
1:00 PM	PM	26	17	June	2014
4:30 PM	PM	150	17	June	2014
5:30 PM	PM	26	17	June	2014
7:00 AM	AM	43	18	June	2014
11:00 AM	AM	115	18	June	2014
11:30 PM	PM	159	18	June	2014
12:00 PM	PM	180	18	June	2014
12:30 PM	PM	600	18	June	2014
1:30 PM	PM	111	18	June	2014
5:00 PM	PM	50	18	June	2014
5:30 PM	PM	35	18	June	2014
12:00 PM	PM	44	19	June	2014
12:30 PM	PM	186	19	June	2014
12:45 PM	PM	16	19	June	2014
11:30 AM	AM	61	20	June	2014
11:45 AM	AM	19	20	June	2014
12:00 PM	PM	64	20	June	2014
12:30 PM	PM	85	20	June	2014
1:00 PM	PM	88	20	June	2014
11:00 AM	AM	80	21	June	2014
11:30 AM	AM	30	21	June	2014
12:00 PM	PM	277	21	June	2014
12:15 PM	PM	67	21	June	2014
12:30 PM	PM	94	21	June	2014
12:45 PM	PM	199	21	June	2014
1:00 PM	PM	114	21	June	2014
5:00 PM	PM	27	21	June	2014
12:00 PM	PM	41	22	June	2014
12:30 PM	PM	69	22	June	2014
1:00 PM	PM	66	22	June	2014
1:15 PM	PM	52	22	June	2014
11:15 AM	AM	24	23	June	2014
12:00 PM	PM	258	23	June	2014
12:30 PM	PM	81	23	June	2014
1:00 PM	PM	50	23	June	2014
2:00 PM	PM	40	23	June	2014
5:00 PM	PM	55	23	June	2014
5:30 PM	PM	59	23	June	2014
12:00 PM	PM	14	24	June	2014
12:15 PM	PM	63	24	June	2014
12:30 PM	PM	121	24	June	2014
12:45 PM	PM	38	24	June	2014
1:15 PM	PM	59	24	June	2014
4:30 PM	PM	150	24	June	2014
11:30 AM	AM	38	25	June	2014
12:00 PM	PM	520	25	June	2014
12:30 PM	PM	419	25	June	2014
5:15 PM	PM	47	25	June	2014
11:30 AM	AM	60	26	June	2014
12:30 PM	PM	53	26	June	2014
1:00 PM	PM	100	26	June	2014
12:00 PM	PM	40	27	June	2014
12:30 PM	PM	45	28	June	2014
1:00 PM	PM	40	28	June	2014
12:00 PM	PM	277	29	June	2014
12:30 PM	PM	30	29	June	2014
12:00 PM	PM	49	30	June	2014
12:30 PM	PM	55	30	June	2014
11:45 AM	AM	59	1	July	2014
1:00 PM	PM	168	3	July	2014
1:30 PM	PM	260	5	July	2014
8:00 AM	AM	38	9	July	2014
11:00 AM	AM	38	9	July	2014
12:00 PM	PM	108	9	July	2014
1:00 PM	PM	30	9	July	2014
7:45 AM	AM	38	10	July	2014
12:00 PM	PM	1000	10	July	2014
5:00 PM	PM	38	10	July	2014
1:00 PM	PM	230	12	July	2014
11:30 AM	AM	50	15	July	2014
12:00 PM	PM	50	15	July	2014
12:00 PM	PM	70	16	July	2014
12:30 PM	PM	160	16	July	2014
1:00 PM	PM	50	16	July	2014
1:00 PM	PM	42	18	July	2014
12:00 PM	PM	45	21	July	2014
1:00 PM	PM	45	22	July	2014
5:30 PM	PM	160	22	July	2014
12:00 PM	PM	115	23	July	2014
12:30 PM	PM	45	24	July	2014
11:00 AM	AM	39	26	July	2014
1:00 PM	PM	45	28	July	2014
12:00 PM	PM	79	30	July	2014
12:00 PM	PM	45	31	July	2014
1:00 PM	PM	34	31	July	2014
1:00 PM	PM	45	1	August	2014
12:30 PM	PM	55	2	August	2014
12:30 PM	PM	18	3	August	2014
12:00 PM	PM	98	9	August	2014
8:00 AM	AM	75	19	August	2014
8:00 AM	AM	75	20	August	2014
8:00 AM	AM	75	21	August	2014
11:00 AM	AM	75	21	August	2014
12:30 PM	PM	43	28	August	2014
5:00 PM	PM	80	9	September	2014
5:00 PM	PM	80	10	September	2014
12:00 PM	PM	51	11	September	2014
5:00 PM	PM	80	11	September	2014
4:30 PM	PM	63	12	September	2014
12:30 PM	PM	51	13	September	2014
5:00 PM	PM	82	16	September	2014
12:00 PM	PM	194	18	September	2014
12:30 PM	PM	41	19	September	2014
12:00 PM	PM	24	20	September	2014
11:30 AM	AM	82	23	September	2014
1:00 PM	PM	63	24	September	2014
12:00 PM	PM	25	26	September	2014
12:00 PM	PM	47	29	September	2014
5:15 PM	PM	300	1	October	2014
12:00 PM	PM	23	2	October	2014
12:30 PM	PM	160	2	October	2014
12:00 PM	PM	57	3	October	2014
1:00 PM	PM	37	3	October	2014
7:30 AM	AM	40	6	October	2014
12:00 PM	PM	41	6	October	2014
12:00 PM	PM	40	7	October	2014
12:00 PM	PM	33	8	October	2014
1:00 PM	PM	56	8	October	2014
11:30 AM	AM	105	9	October	2014
12:30 PM	PM	166	9	October	2014
12:00 PM	PM	45	10	October	2014
5:30 PM	PM	100	10	October	2014
12:00 PM	PM	87	11	October	2014
12:30 PM	PM	158	11	October	2014
11:45 AM	AM	32	13	October	2014
1:00 PM	PM	83	13	October	2014
11:00 AM	AM	33	14	October	2014
11:30 AM	AM	25	14	October	2014
12:00 PM	PM	300	14	October	2014
1:30 PM	PM	280	14	October	2014
5:00 PM	PM	145	14	October	2014
11:00 AM	AM	80	15	October	2014
11:30 AM	AM	85	15	October	2014
12:00 PM	PM	253	15	October	2014
12:30 PM	PM	58	15	October	2014
5:00 PM	PM	215	15	October	2014
6:00 PM	PM	195	15	October	2014
11:30 AM	AM	118	16	October	2014
12:00 PM	PM	88	16	October	2014
1:00 PM	PM	75	16	October	2014
2:30 PM	PM	69	16	October	2014
11:30 AM	AM	70	17	October	2014
12:00 PM	PM	31	17	October	2014
12:30 PM	PM	101	17	October	2014
1:00 PM	PM	73	17	October	2014
1:30 PM	PM	43	17	October	2014
11:45 AM	AM	51	18	October	2014
1:30 PM	PM	40	18	October	2014
5:30 PM	PM	77	18	October	2014
12:00 PM	PM	70	21	October	2014
12:30 PM	PM	70	21	October	2014
1:30 PM	PM	44	21	October	2014
5:00 PM	PM	300	21	October	2014
12:00 PM	PM	70	22	October	2014
1:00 PM	PM	32	22	October	2014
11:00 AM	AM	450	23	October	2014
11:30 AM	AM	105	23	October	2014
12:00 PM	PM	779	23	October	2014
6:00 PM	PM	24	23	October	2014
11:00 AM	AM	132	24	October	2014
11:30 AM	AM	159	24	October	2014
12:00 PM	PM	35	24	October	2014
1:00 PM	PM	174	24	October	2014
12:30 PM	PM	175	25	October	2014
1:00 PM	PM	89	25	October	2014
12:00 PM	PM	112	27	October	2014
11:30 AM	AM	109	29	October	2014
7:00 AM	AM	180	30	October	2014
12:00 PM	PM	180	30	October	2014
12:30 PM	PM	23	30	October	2014
9:00 PM	PM	180	30	October	2014
12:00 PM	PM	74	31	October	2014
12:30 PM	PM	108	31	October	2014
12:00 PM	PM	100	1	November	2014
5:00 PM	PM	374	1	November	2014
FOOD COURT CLOSED	#VALUE!		2	November	2014
11:00 AM	AM	169	3	November	2014
11:30 AM	AM	126	3	November	2014
12:00 PM	PM	74	3	November	2014
5:00 PM	PM	93	3	November	2014
12:00 PM	PM	145	4	November	2014
1:00 PM	PM	45	4	November	2014
5:00 PM	PM	56	4	November	2014
7:00 AM	AM	100	5	November	2014
11:00 AM	AM	139	5	November	2014
1:00 PM	PM	562	5	November	2014
6:00 PM	PM	120	5	November	2014
11:00 AM	AM	180	6	November	2014
12:00 PM	PM	664	6	November	2014
12:30 PM	PM	90	6	November	2014
1:00 PM	PM	284	6	November	2014
5:30 PM	PM	205	6	November	2014
6:00 PM	PM	205	6	November	2014
12:00 PM	PM	80	7	November	2014
12:30 PM	PM	182	7	November	2014
1:00 PM	PM	205	7	November	2014
1:30 PM	PM	232	7	November	2014
11:00 AM	AM	353	8	November	2014
12:00 PM	PM	223	8	November	2014
12:00 PM	PM	171	11	November	2014
1:00 PM	PM	45	11	November	2014
5:30 PM	PM	114	11	November	2014
11:00 AM	AM	74	12	November	2014
11:30 AM	AM	70	12	November	2014
5:00 PM	PM	189	12	November	2014
6:00 PM	PM	214	12	November	2014
7:00 AM	AM	90	13	November	2014
11:30 AM	AM	190	13	November	2014
12:00 PM	PM	414	13	November	2014
5:30 PM	PM	130	13	November	2014
9:00 AM	AM	50	14	November	2014
11:30 AM	AM	288	14	November	2014
12:30 PM	PM	87	14	November	2014
5:30 PM	PM	130	14	November	2014
12:00 PM	PM	58	15	November	2014
12:30 PM	PM	42	15	November	2014
1:00 PM	PM	107	15	November	2014
11:30 AM	AM	81	18	November	2014
11:30 AM	AM	171	19	November	2014
4:30 PM	PM	90	19	November	2014
11:30 AM	AM	52	20	November	2014
12:00 PM	PM	149	20	November	2014
11:00 AM	AM	93	21	November	2014
11:30 AM	AM	90	21	November	2014
12:00 PM	PM	100	21	November	2014
11:30 AM	AM	154	22	November	2014
12:30 PM	PM	44	22	November	2014
1:00 PM	PM	29	22	November	2014
5:30 PM	PM	67	22	November	2014
FOOD COURT CLOSED	#VALUE!		23	November	2014
12:00 PM	PM	95	24	November	2014
5:30 PM	PM	125	24	November	2014
11:00 AM	AM	59	25	November	2014
1:30 PM	PM	63	25	November	2014
1:00 PM	PM	250	1	December	2014
6:00 PM	PM	250	1	December	2014
2:00 PM	PM	250	2	December	2014
5:00 PM	PM	178	2	December	2014
6:00 PM	PM	250	2	December	2014
11:00 AM	AM	100	3	December	2014
5:30 PM	PM	120	3	December	2014
12:30 PM	PM	92	3	December	2014
4:00 PM	PM	250	3	December	2014
7:30 AM	AM	100	4	December	2014
12:00 PM	PM	61	4	December	2014
12:30 PM	PM	35	4	December	2014
12:00 PM	PM	44	6	December	2014
5:00 PM	PM	80	6	December	2014
FOOD COURT CLOSED	#VALUE!		7	December	2014
12:00 PM	PM	102	10	December	2014
5:30 PM	PM	234	10	December	2014
FOOD COURT CLOSED	#VALUE!		14	December	2014
11:00 AM	AM	49	17	December	2014
12:30 PM	PM	83	17	December	2014
11:30 AM	AM	105	18	December	2014
12:00 PM	PM	66	18	December	2014
11:30 AM	AM	105	19	December	2014
12:00 PM	PM	171	19	December	2014
FOOD COURT CLOSED	#VALUE!		11	January	2015
12:00 PM	PM	30	13	January	2015
1:00 PM	PM	62	16	January	2015
12:00 PM	PM	39	17	January	2015
FOOD COURT CLOSED	#VALUE!		18	January	2015
12:30 PM	PM	20	19	January	2015
1:00 PM	PM	49	19	January	2015
12:00 PM	PM	100	20	January	2015
11:00 AM	AM	50	22	January	2015
12:00 PM	PM	125	22	January	2015
12:30 PM	PM	136	22	January	2015
FOOD COURT CLOSED	#VALUE!		25	January	2015
11:30 AM	AM	95	27	January	2015
11:30 AM	AM	33	4	February	2015
12:30 PM	PM	88	4	February	2015
12:30 PM	PM	56	6	February	2015
12:00 PM	PM	14	7	February	2015
12:30 PM	PM	53	7	February	2015
FOOD COURT CLOSED	#VALUE!		8	February	2015
1:00 PM	PM	86	9	February	2015
12:00 PM	PM	55	12	February	2015
1:00 PM	PM	74	12	February	2015
12:00 PM	PM	29	13	February	2015
10:00 AM	AM	202	14	February	2015
11:30 AM	AM	59	14	February	2015
12:00 PM	PM	114	14	February	2015
1:00 PM	PM	64	14	February	2015
11:00 AM	AM	38	16	February	2015
12:00 PM	PM	201	17	February	2015
1:00 PM	PM	106	17	February	2015
5:00 PM	PM	22	17	February	2015
12:00 PM	PM	122	18	February	2015
6:00 PM	PM	150	18	February	2015
1:30 PM	PM	147	19	February	2015
12:00 PM	PM	165	20	February	2015
5:30 PM	PM	68	20	February	2015
1:00 PM	PM	33	24	February	2015
6:00 PM	PM	150	25	February	2015
11:00 AM	AM	100	26	February	2015
12:00 PM	PM	106	26	February	2015
6:00 PM	PM	300	26	February	2015
11:00 AM	AM	112	27	February	2015
12:30 PM	PM	179	27	February	2015
5:30 PM	PM	55	27	February	2015
11:30 AM	AM	129	28	February	2015
12:00 PM	PM	90	28	February	2015
1:30 PM	PM	160	28	February	2015
12:00 PM	PM	53	1	March	2015
1:30 PM	PM	116	2	March	2015
11:00 AM	AM	59	3	March	2015
12:00 PM	PM	19	3	March	2015
12:30 PM	PM	59	3	March	2015
1:00 PM	PM	69	3	March	2015
12:30 PM	PM	105	4	March	2015
1:00 PM	PM	58	4	March	2015
1:30 PM	PM	35	4	March	2015
11:30 AM	AM	22	5	March	2015
12:00 PM	PM	79	5	March	2015
1:00 PM	PM	125	5	March	2015
12:30 PM	PM	130	6	March	2015
11:00 AM	AM	64	7	March	2015
12:00 PM	PM	13	7	March	2015
1:00 PM	PM	111	7	March	2015
12:00 PM	PM	50	8	March	2015
1:00 PM	PM	114	8	March	2015
11:30 AM	AM	33	9	March	2015
1:00 PM	PM	72	9	March	2015
1:30 PM	PM	42	9	March	2015
12:00 PM	PM	38	10	March	2015
1:00 PM	PM	126	10	March	2015
1:30 PM	PM	29	10	March	2015
11:00 AM	AM	59	11	March	2015
11:30 AM	AM	101	11	March	2015
12:00 PM	PM	48	11	March	2015
1:30 PM	PM	31	11	March	2015
11:00 AM	AM	68	12	March	2015
11:30 AM	AM	53	12	March	2015
1:00 PM	PM	131	12	March	2015
6:00 PM	PM	45	12	March	2015
11:00 AM	AM	249	13	March	2015
12:00 PM	PM	106	13	March	2015
1:00 PM	PM	66	13	March	2015
1:30 PM	PM	21	13	March	2015
5:30 PM	PM	134	13	March	2015
11:00 AM	AM	163	14	March	2015
12:00 PM	PM	72	14	March	2015
12:00 PM	PM	203	15	March	2015
12:30 PM	PM	35	15	March	2015
1:00 PM	PM	414	15	March	2015
1:30 PM	PM	358	15	March	2015
11:00 AM	AM	260	16	March	2015
12:00 PM	PM	75	16	March	2015
12:30 PM	PM	34	16	March	2015
1:00 PM	PM	113	16	March	2015
1:30 PM	PM	94	16	March	2015
11:00 AM	AM	64	17	March	2015
11:30 AM	AM	270	17	March	2015
12:00 PM	PM	108	17	March	2015
12:30 PM	PM	70	17	March	2015
1:00 PM	PM	126	17	March	2015
1:30 PM	PM	101	17	March	2015
5:30 PM	PM	31	17	March	2015
11:30 AM	AM	427	18	March	2015
12:00 PM	PM	51	18	March	2015
12:30 PM	PM	28	18	March	2015
1:00 PM	PM	91	18	March	2015
5:30 PM	PM	150	18	March	2015
7:30 AM	AM	210	19	March	2015
11:00 AM	AM	59	19	March	2015
12:00 PM	PM	620	19	March	2015
12:30 PM	PM	50	19	March	2015
1:00 PM	PM	50	19	March	2015
5:00 PM	PM	477	19	March	2015
11:30 AM	AM	71	20	March	2015
12:00 PM	PM	283	20	March	2015
1:30 PM	PM	24	20	March	2015
5:00 PM	PM	64	20	March	2015
5:30 PM	PM	55	20	March	2015
6:00 PM	PM	61	20	March	2015
11:00 AM	AM	144	21	March	2015
11:30 AM	AM	55	21	March	2015
12:30 PM	PM	201	21	March	2015
6:00 PM	PM	80	21	March	2015
12:00 PM	PM	87	22	March	2015
1:00 PM	PM	79	22	March	2015
1:30 PM	PM	98	22	March	2015
2:00 PM	PM	56	22	March	2015
12:00 PM	PM	169	23	March	2015
1:00 PM	PM	23	23	March	2015
1:30 PM	PM	56	23	March	2015
5:00 PM	PM	89	23	March	2015
6:00 PM	PM	80	23	March	2015
11:30 AM	AM	41	24	March	2015
12:00 PM	PM	98	24	March	2015
12:30 PM	PM	74	24	March	2015
1:00 PM	PM	55	24	March	2015
5:00 PM	PM	50	24	March	2015
6:00 PM	PM	97	24	March	2015
11:00 AM	AM	272	25	March	2015
11:30 AM	AM	49	25	March	2015
12:00 PM	PM	217	25	March	2015
12:30 PM	PM	85	25	March	2015
1:30 PM	PM	190	25	March	2015
4:30 PM	PM	96	25	March	2015
5:00 PM	PM	50	25	March	2015
5:30 PM	PM	147	25	March	2015
11:00 AM	AM	31	26	March	2015
11:30 AM	AM	250	26	March	2015
12:00 PM	PM	146	26	March	2015
12:30 PM	PM	162	26	March	2015
1:00 PM	PM	89	26	March	2015
1:30 PM	PM	123	26	March	2015
6:30 PM	PM	41	26	March	2015
11:00 AM	AM	102	27	March	2015
12:00 PM	PM	25	27	March	2015
12:30 PM	PM	77	27	March	2015
1:00 PM	PM	71	27	March	2015
1:30 PM	PM	45	27	March	2015
5:00 PM	PM	165	27	March	2015
11:00 AM	AM	30	28	March	2015
11:30 AM	AM	134	28	March	2015
12:30 PM	PM	134	28	March	2015
1:00 PM	PM	77	28	March	2015
1:30 PM	PM	105	28	March	2015
4:30 PM	PM	63	28	March	2015
5:00 PM	PM	53	28	March	2015
5:30 PM	PM	80	28	March	2015
6:00 PM	PM	17	28	March	2015
12:00 PM	PM	179	29	March	2015
12:30 PM	PM	204	29	March	2015
1:30 PM	PM	104	29	March	2015
11:00 AM	AM	175	30	March	2015
11:30 PM	PM	29	30	March	2015
12:00 PM	PM	101	30	March	2015
12:30 PM	PM	23	30	March	2015
1:00 PM	PM	342	30	March	2015
1:30 PM	PM	53	30	March	2015
5:30 PM	PM	56	30	March	2015
6:00 PM	PM	98	30	March	2015
12:00 PM	PM	274	31	March	2015
1:30 PM	PM	81	31	March	2015
4:30 PM	PM	125	31	March	2015
5:00 PM	PM	100	31	March	2015
5:30 PM	PM	72	31	March	2015
6:00 PM	PM	446	31	March	2015
11:00 AM	AM	143	1	April	2015
11:30 AM	AM	83	1	April	2015
12:00 PM	PM	218	1	April	2015
12:30 PM	PM	216	1	April	2015
1:00 PM	PM	110	1	April	2015
1:30 PM	PM	66	1	April	2015
2:00 PM	PM	51	1	April	2015
5:30 PM	PM	364	1	April	2015
6:00 PM	PM	293	1	April	2015
11:00 AM	AM	56	2	April	2015
11:30 AM	AM	126	2	April	2015
12:00 PM	PM	54	2	April	2015
1:00 PM	PM	128	2	April	2015
5:00 PM	PM	440	2	April	2015
11:00 AM	AM	56	3	April	2015
11:30 AM	AM	33	3	April	2015
12:00 PM	PM	112	3	April	2015
1:00 PM	PM	166	3	April	2015
1:30 PM	PM	54	3	April	2015
5:30 PM	PM	33	3	April	2015
11:00 AM	AM	54	4	April	2015
12:00 PM	PM	60	4	April	2015
12:30 PM	PM	93	4	April	2015
1:00 PM	PM	97	4	April	2015
1:30 PM	PM	25	4	April	2015
5:00 PM	PM	49	4	April	2015
FOOD COURT 	#VALUE!		5	April	2015
7:00 AM	AM	55	6	April	2015
11:00 AM	AM	181	6	April	2015
11:30 AM	AM	43	6	April	2015
12:30 PM	PM	55	6	April	2015
1:00 PM	PM	85	6	April	2015
1:30 PM	PM	72	6	April	2015
11:00 AM	AM	188	7	April	2015
11:30 AM	AM	167	7	April	2015
12:00 PM	PM	247	7	April	2015
12:30 PM	PM	56	7	April	2015
1:00 PM	PM	228	7	April	2015
1:30 PM	PM	91	7	April	2015
11:00 AM	AM	82	8	April	2015
11:30 AM	AM	247	8	April	2015
12:00 PM	PM	273	8	April	2015
1:00 PM	PM	334	8	April	2015
1:30 PM	PM	51	8	April	2015
5:00 PM	PM	55	8	April	2015
6:00 PM	PM	242	8	April	2015
6:30 PM	PM	155	8	April	2015
11:00 AM	AM	305	9	April	2015
11:30 AM	AM	143	9	April	2015
12:00 PM	PM	430	9	April	2015
12:30 PM	PM	87	9	April	2015
1:00 PM	PM	457	9	April	2015
5:30 PM	PM	249	9	April	2015
6:00 PM	PM	110	9	April	2015
11:00 AM	AM	138	10	April	2015
11:30 PM	PM	207	10	April	2015
12:00 PM	PM	349	10	April	2015
12:30 PM	PM	230	10	April	2015
1:00 PM	PM	196	10	April	2015
2:00 PM	PM	56	10	April	2015
4:30 PM	PM	237	10	April	2015
5:00 PM	PM	41	10	April	2015
5:30 PM	PM	45	10	April	2015
11:30 AM	AM	45	11	April	2015
12:00 PM	PM	103	11	April	2015
1:00 PM	PM	149	11	April	2015
5:30 PM	PM	46	11	April	2015
11:30 AM	AM	21	12	April	2015
12:00 PM	PM	157	12	April	2015
1:30 PM	PM	36	13	April	2015
11:00 AM	AM	187	14	April	2015
11:30 AM	AM	213	14	April	2015
12:00 PM	PM	85	14	April	2015
12:30 PM	PM	106	14	April	2015
1:00 PM	PM	184	14	April	2015
1:30 PM	PM	51	14	April	2015
2:00 PM	PM	11	14	April	2015
5:00 PM	PM	74	14	April	2015
5:30 PM	PM	164	14	April	2015
6:00 PM	PM	90	14	April	2015
11:30 AM	AM	100	15	April	2015
1:00 PM	PM	54	15	April	2015
5:00 PM	PM	32	15	April	2015
5:30 PM	PM	40	15	April	2015
6:00 PM	PM	231	15	April	2015
11:00 AM	AM	294	16	April	2015
11:30 AM	AM	62	16	April	2015
12:00 PM	PM	46	16	April	2015
12:30 PM	PM	112	16	April	2015
1:00 PM	PM	22	16	April	2015
5:00 PM	PM	43	16	April	2015
5:30 PM	PM	180	16	April	2015
6:00 PM	PM	295	16	April	2015
7:30 AM	AM	75	17	April	2015
11:00 AM	AM	271	17	April	2015
11:30 AM	AM	182	17	April	2015
12:00 PM	PM	608	17	April	2015
12:30 PM	PM	61	17	April	2015
1:00 PM	PM	298	17	April	2015
5:30 PM	PM	143	17	April	2015
6:00 PM	PM	42	17	April	2015
11:00 AM	AM	109	18	April	2015
12:00 PM	PM	260	18	April	2015
12:30 PM	PM	112	18	April	2015
1:00 PM	PM	20	18	April	2015
11:30 AM	AM	125	19	April	2015
12:00 PM	PM	39	19	April	2015
12:30 PM	PM	43	19	April	2015
5:00 PM	PM	120	19	April	2015
10:30 AM	AM	31	20	April	2015
11:30 AM	AM	19	20	April	2015
12:00 PM	PM	63	20	April	2015
1:00 PM	PM	26	20	April	2015
5:00 PM	PM	182	20	April	2015
11:30 AM	AM	28	21	April	2015
12:00 PM	PM	50	21	April	2015
12:30 PM	PM	139	21	April	2015
1:00 PM	PM	143	21	April	2015
2:00 PM	PM	105	21	April	2015
5:00 PM	PM	93	21	April	2015
5:30 PM	PM	41	21	April	2015
12:00 PM	PM	349	22	April	2015
12:30 PM	PM	51	22	April	2015
1:00 PM	PM	345	22	April	2015
2:00 PM	PM	99	22	April	2015
5:00 PM	PM	50	22	April	2015
5:30 PM	PM	338	22	April	2015
6:00 PM	PM	33	22	April	2015
11:30 AM	AM	136	23	April	2015
12:00 PM	PM	137	23	April	2015
12:30 PM	PM	177	23	April	2015
1:00 PM	PM	241	23	April	2015
1:30 PM	PM	143	23	April	2015
5:00 PM	PM	33	23	April	2015
5:30 PM	PM	70	23	April	2015
8:00 AM	AM	55	24	April	2015
12:00 PM	PM	60	24	April	2015
12:30 PM	PM	320	24	April	2015
1:00 PM	PM	107	24	April	2015
1:30 PM	PM	179	24	April	2015
5:00 PM	PM	781	24	April	2015
5:30 PM	PM	122	24	April	2015
11:00 AM	AM	41	25	April	2015
11:30 AM	AM	54	25	April	2015
12:00 PM	PM	59	25	April	2015
12:30 PM	PM	532	25	April	2015
1:00 PM	PM	23	25	April	2015
1:30 PM	PM	92	25	April	2015
5:00 PM	PM	208	25	April	2015
11:30 AM	AM	122	26	April	2015
12:00 PM	PM	34	26	April	2015
12:30 PM	PM	111	26	April	2015
1:00 PM	PM	14	26	April	2015
11:30 AM	AM	28	27	April	2015
12:00 PM	PM	33	27	April	2015
12:30 PM	PM	153	27	April	2015
1:00 PM	PM	145	27	April	2015
1:30 PM	PM	29	27	April	2015
5:30 PM	PM	56	27	April	2015
6:30 PM	PM	31	27	April	2015
11:00 AM	AM	179	28	April	2015
11:30 AM	AM	109	28	April	2015
12:00 PM	PM	186	28	April	2015
12:30 PM	PM	30	28	April	2015
1:00 PM	PM	184	28	April	2015
2:00 PM	PM	52	28	April	2015
5:30 PM	PM	153	28	April	2015
11:00 AM	AM	49	29	April	2015
11:30 AM	AM	92	29	April	2015
12:00 PM	PM	195	29	April	2015
12:30 PM	PM	150	29	April	2015
1:00 PM	PM	61	29	April	2015
1:30 PM	PM	61	29	April	2015
5:00 PM	PM	23	29	April	2015
5:30 PM	PM	176	29	April	2015
10:30 AM	AM	151	30	April	2015
11:00 AM	AM	410	30	April	2015
12:00 PM	PM	218	30	April	2015
11:30 AM	AM	55	30	April	2015
1:00 PM	PM	436	30	April	2015
5:00 PM	PM	380	30	April	2015
5:30 PM	PM	252	30	April	2015
6:00 PM	PM	23	30	April	2015
6:30 PM	PM	160	30	April	2015
11:00 AM	AM	619	1	May 	2015
11:30 AM	AM	29	1	May 	2015
12:00 PM	PM	924	1	May 	2015
12:30 PM	PM	326	1	May 	2015
1:00 PM	PM	127	1	May 	2015
1:30 PM	PM	326	1	May 	2015
5:30 PM	PM	40	1	May 	2015
11:00 AM	AM	55	2	May 	2015
11:30 AM	AM	88	2	May 	2015
12:00 PM	PM	178	2	May 	2015
12:30 PM	PM	228	2	May 	2015
1:00 PM	PM	282	2	May 	2015
1:30 PM	PM	100	2	May 	2015
12:00 PM	PM	455	3	May 	2015
12:30 PM	PM	162	3	May 	2015
1:30 PM	PM	45	3	May 	2015
12:00 PM	PM	55	4	May 	2015
1:00 PM	PM	109	4	May 	2015
5:00 PM	PM	23	4	May 	2015
11:00 AM	AM	146	5	May 	2015
11:30 AM	AM	130	5	May 	2015
12:00 PM	PM	380	5	May 	2015
12:30 PM	PM	162	5	May 	2015
1:00 PM	PM	79	5	May 	2015
1:30 PM	PM	121	5	May 	2015
11:00 AM	AM	336	6	May 	2015
11:30 AM	AM	208	6	May 	2015
12:30 PM	PM	145	6	May 	2015
1:00 PM	PM	120	6	May 	2015
1:30 PM	PM	176	6	May 	2015
5:00 PM	PM	61	6	May 	2015
6:00 PM	PM	103	6	May 	2015
10:30 AM	AM	235	7	May 	2015
11:00 AM	AM	248	7	May 	2015
11:30 AM	AM	353	7	May 	2015
12:00 PM	PM	752	7	May 	2015
12:30 PM	PM	250	7	May 	2015
1:00 PM	PM	271	7	May 	2015
1:30 PM	PM	47	7	May 	2015
5:00 PM	PM	518	7	May 	2015
5:30 PM	PM	792	7	May 	2015
6:00 PM	PM	48	7	May 	2015
11:00 AM	AM	191	8	May 	2015
12:00 PM	PM	490	8	May 	2015
12:30 PM	PM	199	8	May 	2015
1:00 PM	PM	377	8	May 	2015
1:30 PM	PM	129	8	May 	2015
5:00 PM	PM	205	8	May 	2015
5:30 PM	PM	143	8	May 	2015
11:30 AM	AM	98	9	May 	2015
12:00 PM	PM	267	9	May 	2015
12:30 PM	PM	253	9	May 	2015
1:00 PM	PM	126	9	May 	2015
11:00 AM	AM	96	10	May 	2015
11:30 AM	AM	198	10	May 	2015
12:00 PM	PM	50	10	May 	2015
1:30 PM	PM	62	10	May 	2015
11:30 AM	AM	235	11	May 	2015
12:00 PM	PM	162	11	May 	2015
12:30 PM	PM	208	11	May 	2015
1:00 PM	PM	61	11	May 	2015
5:00 PM	PM	96	11	May 	2015
5:30 PM	PM	133	11	May 	2015
